#dig start(46;39; Start: Center) 
d, , , , , , , , , , , , , , , , , , , ,d, , , , , , , , , , , , , , , ,d,d,d, ,d,d,d,d,d,d,d,d,d,d,d, ,d,d,d, , , , , , , , , , , , , , , ,d, , , , , , , , , , , , , , , , , , , ,d, #
d,d, , , , , , , , , , , , , , , , , ,d,d,d, , , , , , , , , , , , , , , , , , , ,d,d,d,d,d,d,d,d,d, , , , , , , , , , , , , , , , , , , ,d,d,d, , , , , , , , , , , , , , , , , ,d,d, #
 ,d, , , , , , , , , , , , , , , , , ,d, ,d, , , , , , , , , , , , , , , , , , , ,d,d,d,d,d,d,d,d,d, , , , , , , , , , , , , , , , , , , ,d, ,d, , , , , , , , , , , , , , , , , ,d, , #
 ,d, , , , , , , , , , , , , , , , , ,d, ,d, , , , , , , , , , , , , , , , , , , ,d,d,d,d,d,d,d,d,d, , , , , , , , , , , , , , , , , , , ,d, ,d, , , , , , , , , , , , , , , , , ,d, , #
 ,d,d, , , , , , , , , , , , , , , ,d,d, ,d, , , , , , , , , , , , , , ,d,d,d, ,d,d,d,d,d,d,d,d,d,d,d, ,d,d,d, , , , , , , , , , , , , , ,d, ,d,d, , , , , , , , , , , , , , , ,d,d, , #
 , ,d, , , , , , , , , , , , , , , ,d, , ,d, , , , , , , , , , , , , , ,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d, , , , , , , , , , , , , , ,d, , ,d, , , , , , , , , , , , , , , ,d, , , #
 , ,d,d, , , , , , , , , , , , , ,d,d, , ,d, , , , , , , , , , , , , , ,d,d,d, ,d,d,d,d,d,d,d,d,d,d,d, ,d,d,d, , , , , , , , , , , , , , ,d, , ,d,d, , , , , , , , , , , , , ,d,d, , , #
 , , ,d,d,d, , , , , , , , , ,d,d,d, , , ,d, , , , , , , , , , , , , , , , , , , , ,d,d,d,d,d,d,d, , , , , , , , , , , , , , , , , , , , ,d, , , ,d,d,d, , , , , , , , , ,d,d,d, , , , #
 , , , , ,d,d,d,d, , , ,d,d,d,d, , , , , ,d, , , , , , , , , , , , ,d,d,d,d, , ,d,d,d,d,d,d,d,d,d,d,d, , ,d,d,d,d, , , , , , , , , , , , ,d, , , , , ,d,d,d,d, , , ,d,d,d,d, , , , , , #
 , , , , , , , ,d,d,d,d,d, , , , , , , , ,d,d, , , , , , , , , , ,d, , ,d,d,d, ,d,d,d,d,d,d,d,d,d,d,d, ,d,d,d, , ,d, , , , , , , , , , ,d,d, , , , , , , , ,d,d,d,d,d, , , , , , , , , #
 , , , , , , , , , , , , , , , , , , , , , ,d, , , , , , , , , ,d,d,d, , ,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d, , ,d,d,d, , , , , , , , , ,d, , , , , , , , , , , , , , , , , , , , , , , #
 , , , , , , , , , , , , , , , , , , , , , ,d, , , , , , , , , , ,d, , ,d,d,d, ,d,d,d,d,d,d,d,d,d,d,d, ,d,d,d, , ,d, , , , , , , , , , ,d, , , , , , , , , , , , , , , , , , , , , , , #
 , , , , , , , , , , , , , , , , , , , , , ,d,d, , , , , , , , , , ,d,d,d,d, , ,d,d,d,d,d,d,d,d,d,d,d, , ,d,d,d,d, , , , , , , , , , ,d,d, , , , , , , , , , , , , , , , , , , , , , , #
 , , , , , , , , , , , , , , , , , , , , , , ,d, , , , , , , , , , , , , , , , , ,d,d,d,d,d,d,d,d,d, , , , , , , , , , , , , , , , , ,d, , , , , , , , , , , , , , , , , , , , , , , , #
 , , , , , , , , , , , , , , , , , , , , , , ,d,d, , , , , , , , , , , , , , , , , , , ,d,d,d, , , , , , , , , , , , , , , , , , , ,d,d, , , , , , , , , , , , , , , , , , , , , , , , #
 , , , , , , , , , , , , , , , , , , , , , , , ,d,d, , , , , , , , , , , , , , , , , ,d,d,d,d,d, , , , , , , , , , , , , , , , , ,d,d, , , , , , , , , , , , , , , , , , , , , , , , , #
 , , , , , , , , , , , , , , , , , , , , , , , , ,d,d,d, , , , , , , , , , , , , , ,d,d,d,d,d,d,d, , , , , , , , , , , , , , ,d,d,d, , , , , , , , , , , , , , , , , , , , , , , , , , #
 , , , , , , , , , , , , , , , , , , , , , , , , , , ,d,d,d,d, , , , , , , , , , ,d,d,d,d, ,d,d,d,d, , , , , , , , , , ,d,d,d,d, , , , , , , , , , , , , , , , , , , , , , , , , , , , #
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,d,d,d,d,d, , , , , , ,d,d,d, , , ,d,d,d, , , , , , ,d,d,d,d,d, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , #
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,d,d,d,d,d,d,d,d,d, , , , , ,d,d,d,d,d,d,d,d,d, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , #
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,d,d,d, , , ,d,d,d, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , #
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,d,d,d,d, ,d,d,d,d, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , #
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,d,d,d,d,d,d,d, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , #
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,d,d,d,d,d, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , #
#
