#dig start(34;34; Start: Center) 
 , , , , , , , , ,d,d,d,d, , ,d,d,d, , ,d,d,d, , , , , ,d,d,d, , ,d, , ,d,d,d, , , , , ,d,d,d, , ,d,d,d, , ,d,d,d,d, , , , , , , , , , #
 , , , , ,d,d,d, ,d,d,d,d, ,d,d,d,d,d, ,d,d,d,d, ,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d, ,d,d,d,d, ,d,d,d,d,d, ,d,d,d,d, ,d,d,d, , , , , , #
 , , , , ,d,d,d,d,d,d, ,d,d,d,d,d,d,d,d,d, ,d,d, ,d,d, , ,d,d,d,d,d,d,d,d,d, , ,d,d, ,d,d, ,d,d,d,d,d,d,d,d,d, ,d,d,d,d,d,d, , , , , , #
 , , , , ,d,d,d, ,d,d,d,d, ,d,d,d,d,d, ,d,d,d,d, , , , , , , ,d,d, ,d,d, , , , , , , ,d,d,d,d, ,d,d,d,d,d, ,d,d,d,d, ,d,d,d, , , , , , #
 , , , , , , , , ,d,d,d,d, , ,d,d,d, , ,d,d,d, , , ,d, ,d, , ,d,d,d,d,d, , ,d, ,d, , , ,d,d,d, , ,d,d,d, , ,d,d,d,d, , , , , , , , , , #
 , , , , , , ,d,d, ,d,d,d,d, , ,d, , ,d,d,d,d, , ,d,d,d,d,d, ,d,d,d,d,d, ,d,d,d,d,d, , ,d,d,d,d, , ,d, , ,d,d,d,d, ,d,d, , , , , , , , #
 , , , , , , ,d,d, , ,d,d,d,d,d,d,d,d,d,d,d,d, , , ,d,d,d, , , ,d,d,d, , , ,d,d,d, , , ,d,d,d,d,d,d,d,d,d,d,d,d, , ,d,d, , , , , , , , #
 , , , , , , , , , , , ,d,d,d,d, ,d,d,d,d, ,d, , ,d,d,d,d,d, , ,d,d,d, , ,d,d,d,d,d, , ,d, ,d,d,d,d, ,d,d,d,d, , , , , , , , , , , , , #
 , , , , , , , , , , , , , ,d,d,d,d,d,d,d,d,d,d, ,d,d, ,d, , , ,d,d,d, , , ,d, ,d,d, ,d,d,d,d,d,d,d,d,d,d, , , , , , , , , , , , , , , #
 , , , , , , , , , ,d,d,d, , ,d,d,d, , , , ,d,d,d, , , , , , , ,d,d,d, , , , , , , ,d,d,d, , , , ,d,d,d, , ,d,d,d, , , , , , , , , , , #
 , , , , , , ,d,d, ,d,d,d, , , , , , , , , , ,d,d,d, , , ,d, ,d,d,d,d,d, ,d, , , ,d,d,d, , , , , , , , , , ,d,d,d, ,d,d, , , , , , , , #
 , , ,d,d,d, ,d,d, , ,d, , , ,d,d, , ,d, ,d,d, ,d,d,d,d, ,d, ,d,d,d,d,d, ,d, ,d,d,d,d, ,d,d, ,d, , ,d,d, , , ,d, , ,d,d, ,d,d,d, , , , #
 , , ,d,d,d, , , ,d,d,d,d, , ,d,d, ,d,d,d,d,d, , ,d, ,d,d,d,d,d,d, ,d,d,d,d,d,d, ,d, , ,d,d,d,d,d, ,d,d, , ,d,d,d,d, , , ,d,d,d, , , , #
 , , ,d,d,d, , ,d,d,d,d,d,d, ,d, , , ,d,d,d, , , ,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d, , , ,d,d,d, , , ,d, ,d,d,d,d,d, , , ,d,d,d, , , , #
 , , , , , ,d,d,d,d,d, ,d,d,d,d, , ,d,d,d,d,d, , , ,d,d, ,d,d,d,d,d,d,d,d,d, ,d,d, , , ,d,d,d,d,d, , ,d,d,d,d, ,d,d,d,d,d, , , , , , , #
 , ,d,d, , ,d,d,d,d,d,d,d,d,d,d,d, , ,d, ,d, , ,d,d,d,d,d,d,d,d, ,d, ,d,d,d,d,d,d,d,d, , ,d, ,d, , ,d,d,d,d,d,d,d,d,d,d,d, , ,d,d, , , #
 , ,d,d, ,d,d,d,d, , ,d, , ,d,d,d, , , , , , , , , ,d,d,d,d,d, , ,d, , ,d,d,d,d,d, , , , , , , , , ,d,d,d, , ,d, , ,d,d,d,d, ,d,d, , , #
 , , , ,d,d,d,d, , ,d,d,d, , ,d,d,d,d,d, , , , ,d,d,d,d,d,d, , ,d,d,d, , ,d,d,d,d,d,d, , , , ,d,d,d,d,d, , ,d,d,d, , ,d,d,d,d, , , , , #
d,d,d, ,d,d,d,d, ,d,d,d,d,d, ,d,d,d,d,d,d,d,d,d,d,d,d,d,d, , ,d,d,d,d,d, , ,d,d,d,d,d,d,d,d,d,d,d,d,d,d, ,d,d,d,d,d, ,d,d,d,d, ,d,d,d, #
d,d,d,d,d,d, ,d,d,d,d,d,d,d,d,d,d, ,d,d,d,d,d,d,d,d, ,d,d,d,d,d,d,i,d,d,d,d,d,d, ,d,d,d,d,d,d,d,d, ,d,d,d,d,d,d,d,d,d,d, ,d,d,d,d,d,d, #
d,d,d, ,d,d,d,d, ,d,d,d,d,d, ,d,d,d,d,d,d,d,d,d,d,d,d,d,d, , ,d,d,d,d,d, , ,d,d,d,d,d,d,d,d,d,d,d,d,d,d, ,d,d,d,d,d, ,d,d,d,d, ,d,d,d, #
 , , , ,d,d,d,d, , ,d,d,d, , ,d,d,d,d,d, , , , ,d,d,d,d,d,d, , ,d,d,d, , ,d,d,d,d,d,d, , , , ,d,d,d,d,d, , ,d,d,d, , ,d,d,d,d, , , , , #
 , ,d,d, ,d,d,d,d, , ,d, , ,d,d,d, , , , , , , , , ,d,d,d,d,d, , ,d, , ,d,d,d,d,d, , , , , , , , , ,d,d,d, , ,d, , ,d,d,d,d, ,d,d, , , #
 , ,d,d, , ,d,d,d,d,d,d,d,d,d,d,d, , ,d, ,d, , ,d,d,d,d,d,d,d,d, ,d, ,d,d,d,d,d,d,d,d, , ,d, ,d, , ,d,d,d,d,d,d,d,d,d,d,d, , ,d,d, , , #
 , , , , , ,d,d,d,d,d, ,d,d,d,d, , ,d,d,d,d,d, , , ,d,d, ,d,d,d,d,d,d,d,d,d, ,d,d, , , ,d,d,d,d,d, , ,d,d,d,d, ,d,d,d,d,d, , , , , , , #
 , , ,d,d,d, , ,d,d,d,d,d,d, ,d, , , ,d,d,d, , , ,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d, , , ,d,d,d, , , ,d, ,d,d,d,d,d,d, , ,d,d,d, , , , #
 , , ,d,d,d, , , ,d,d,d,d, , ,d,d, ,d,d,d,d,d, , ,d, ,d,d,d,d,d,d, ,d,d,d,d,d,d, ,d, , ,d,d,d,d,d, ,d,d, , ,d,d,d,d, , , ,d,d,d, , , , #
 , , ,d,d,d, ,d,d, , ,d, , , ,d,d, , ,d, ,d,d, ,d,d,d,d, ,d, ,d,d,d,d,d, ,d, ,d,d,d,d, ,d,d, ,d, , ,d,d, , , ,d, , ,d,d, ,d,d,d, , , , #
 , , , , , , ,d,d, ,d,d,d, , , , , , , , , , ,d,d,d, , , ,d, ,d,d,d,d,d, ,d, , , ,d,d,d, , , , , , , , , , ,d,d,d, ,d,d, , , , , , , , #
 , , , , , , , , , ,d,d,d, , ,d,d,d, , , , ,d,d,d, , , , , , , ,d,d,d, , , , , , , ,d,d,d, , , , ,d,d,d, , ,d,d,d, , , , , , , , , , , #
 , , , , , , , , , , , , , ,d,d,d,d,d,d,d,d,d,d, ,d,d, ,d, , , ,d,d,d, , , ,d, ,d,d, ,d,d,d,d,d,d,d,d,d,d, , , , , , , , , , , , , , , #
 , , , , , , , , , , , ,d,d,d,d, ,d,d,d,d, ,d, , ,d,d,d,d,d, , ,d,d,d, , ,d,d,d,d,d, , ,d, ,d,d,d,d, ,d,d,d,d, , , , , , , , , , , , , #
 , , , , , , ,d,d, , ,d,d,d,d,d,d,d,d,d,d,d,d, , , ,d,d,d, , , ,d,d,d, , , ,d,d,d, , , ,d,d,d,d,d,d,d,d,d,d,d,d, , ,d,d, , , , , , , , #
 , , , , , , ,d,d, ,d,d,d,d, , ,d, , ,d,d,d,d, , ,d,d,d,d,d, ,d,d,d,d,d, ,d,d,d,d,d, , ,d,d,d,d, , ,d, , ,d,d,d,d, ,d,d, , , , , , , , #
 , , , , , , , , ,d,d,d,d, , ,d,d,d, , ,d,d,d, , , ,d, ,d, , ,d,d,d,d,d, , ,d, ,d, , , ,d,d,d, , ,d,d,d, , ,d,d,d,d, , , , , , , , , , #
 , , , , ,d,d,d, ,d,d,d,d, ,d,d,d,d,d, ,d,d,d,d, , , , , , , ,d,d, ,d,d, , , , , , , ,d,d,d,d, ,d,d,d,d,d, ,d,d,d,d, ,d,d,d, , , , , , #
 , , , , ,d,d,d,d,d,d, ,d,d,d,d,d,d,d,d,d, ,d,d, ,d,d, , ,d,d,d,d,d,d,d,d,d, , ,d,d, ,d,d, ,d,d,d,d,d,d,d,d,d, ,d,d,d,d,d,d, , , , , , #
 , , , , ,d,d,d, ,d,d,d,d, ,d,d,d,d,d, ,d,d,d,d, ,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d, ,d,d,d,d, ,d,d,d,d,d, ,d,d,d,d, ,d,d,d, , , , , , #
 , , , , , , , , ,d,d,d,d, , ,d,d,d, , ,d,d,d, , , , , ,d,d,d, , ,d, , ,d,d,d, , , , , ,d,d,d, , ,d,d,d, , ,d,d,d,d, , , , , , , , , , #
 , , , , , , ,d,d, ,d,d,d,d, , ,d, , ,d,d,d, , , , , ,d,d,d, , ,d,d,d, , ,d,d,d, , , , , ,d,d,d, , ,d, , ,d,d,d,d, ,d,d, , , , , , , , #
 , , , , , , ,d,d, , ,d,d,d,d,d,d,d,d,d,d,d, ,d,d, ,d,d,d,d, ,d,d,d,d,d, ,d,d,d,d, ,d,d, ,d,d,d,d,d,d,d,d,d,d,d, , ,d,d, , , , , , , , #
 , , , , , , , , , , ,d,d,d,d,d, ,d,d,d,d, , ,d,d,d,d,d, ,d,d,d,d,d,d,d,d,d, ,d,d,d,d,d, , ,d,d,d,d, ,d,d,d,d,d, , , , , , , , , , , , #
 , , , , , , , ,d,d,d, , ,d,d,d,d,d,d,d, , , ,d,d, ,d,d,d,d, ,d,d,d,d,d, ,d,d,d,d, ,d,d, , , ,d,d,d,d,d,d,d, , ,d,d,d, , , , , , , , , #
 , , , , , , , ,d,d,d, , , ,d,d,d,d,d, , , , , , , ,d,d,d,d, , ,d,d,d, , ,d,d,d,d, , , , , , , ,d,d,d,d,d, , , ,d,d,d, , , , , , , , , #
 , , , , , , , ,d,d,d, ,d,d, , ,d, , ,d,d, , , ,d,d, ,d,d,d,d, , ,d, , ,d,d,d,d, ,d,d, , , ,d,d, , ,d, , ,d,d, ,d,d,d, , , , , , , , , #
 , , , , , , , , , , , ,d,d, ,d,d,d, ,d,d, , , ,d,d, , ,d,d,d,d,d,d,d,d,d,d,d, , ,d,d, , , ,d,d, ,d,d,d, ,d,d, , , , , , , , , , , , , #
 , , , , , , , , , , , , , , ,d,d,d, , , , , , , , , , ,d,d,d,d,d, ,d,d,d,d,d, , , , , , , , , , ,d,d,d, , , , , , , , , , , , , , , , #
 , , , , , , , , , , , , , , ,d,d,d, , , , , , , ,d,d,d, , ,d,d,d,d,d,d,d, , ,d,d,d, , , , , , , ,d,d,d, , , , , , , , , , , , , , , , #
 , , , , , , , , , , , , , , , , , , , , , , , , ,d,d,d, , , ,d,d,d,d,d, , , ,d,d,d, , , , , , , , , , , , , , , , , , , , , , , , , , #
 , , , , , , , , , , , , , , , , , , , , , , , , ,d,d,d, ,d,d, , ,d, , ,d,d, ,d,d,d, , , , , , , , , , , , , , , , , , , , , , , , , , #
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,d,d, ,d,d,d, ,d,d, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , #
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,d,d,d, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , #
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,d,d,d, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , #
#
